Date,High,Low,Open,Close,Volume,Adj Close
2019-07-01,102432.0,100973.0,100973.0,101340.0,411600.0,101340.0
2019-07-02,101565.0,100073.0,101342.0,100605.0,4951600.0,100605.0
2019-07-03,102177.0,100451.0,100576.0,102043.0,4801200.0,102043.0
2019-07-04,104022.0,102047.0,102047.0,103636.0,3978700.0,103636.0
2019-07-05,104176.0,102622.0,103628.0,104089.0,4208400.0,104089.0
2019-07-08,104679.0,103988.0,104090.0,104530.0,3500300.0,104530.0
2019-07-10,106650.0,104537.0,104537.0,105817.0,6815700.0,105817.0
2019-07-11,105886.0,104814.0,105818.0,105146.0,4845300.0,105146.0
2019-07-12,105731.0,103903.0,105158.0,103906.0,4748000.0,103906.0
2019-07-15,104578.0,103495.0,103909.0,103803.0,3995500.0,103803.0
2019-07-16,104440.0,103361.0,103805.0,103775.0,4475800.0,103775.0
2019-07-17,104453.0,103712.0,103775.0,103856.0,3818300.0,103856.0
2019-07-18,104773.0,103859.0,103859.0,104717.0,4410900.0,104717.0
2019-07-19,104723.0,103388.0,104716.0,103452.0,3484400.0,103452.0
2019-07-22,104278.0,103452.0,103452.0,103949.0,3464400.0,103949.0
2019-07-23,104430.0,103518.0,103949.0,103704.0,4050300.0,103704.0
2019-07-24,104570.0,103707.0,103707.0,104120.0,4872700.0,104120.0
2019-07-25,103464.0,102390.0,102991.0,102655.0,5804700.0,102655.0
2019-07-26,103209.0,102196.0,102654.0,102819.0,5141400.0,102819.0
2019-07-29,103483.0,102461.0,102817.0,103483.0,3559900.0,103483.0
2019-07-30,103555.0,102596.0,103483.0,102933.0,4060500.0,102933.0
2019-07-31,103129.0,100950.0,102946.0,101812.0,5072900.0,101812.0
2019-08-01,104056.0,101819.0,101819.0,102126.0,7129100.0,102126.0
2019-08-02,103180.0,101667.0,102122.0,102674.0,4923500.0,102674.0
2019-08-05,102658.0,99630.0,102658.0,100098.0,5000400.0,100098.0
2019-08-06,102178.0,100098.0,100098.0,102164.0,5074800.0,102164.0
2019-08-07,102784.0,100476.0,102163.0,102782.0,5570600.0,102782.0
2019-08-08,104282.0,102811.0,102811.0,104115.0,5538300.0,104115.0
2019-08-09,104848.0,103547.0,104102.0,103996.0,4549300.0,103996.0
2019-08-12,103946.0,101621.0,103946.0,101915.0,4509700.0,101915.0
2019-08-13,103778.0,101414.0,101912.0,103299.0,5198900.0,103299.0
2019-08-14,103270.0,99955.0,103270.0,100258.0,6485200.0,100258.0
2019-08-15,101014.0,98200.0,100262.0,99057.0,6585300.0,99057.0
2019-08-16,100567.0,99059.0,99059.0,99806.0,5483400.0,99806.0
2019-08-19,100948.0,98908.0,99810.0,99469.0,4924000.0,99469.0
2019-08-20,99665.0,98002.0,99472.0,99222.0,5235200.0,99222.0
2019-08-21,101240.0,99221.0,99227.0,101202.0,5969700.0,101202.0
2019-08-22,101469.0,100011.0,101209.0,100011.0,4495500.0,100011.0
2019-08-23,100025.0,97085.0,100007.0,97667.0,5668800.0,97667.0
2019-08-26,98436.0,95961.0,97687.0,96430.0,4136800.0,96430.0
2019-08-27,97951.0,95855.0,96434.0,97276.0,6581700.0,97276.0
2019-08-28,98346.0,96557.0,97273.0,98194.0,4350800.0,98194.0
2019-08-29,100684.0,98194.0,98194.0,100524.0,5163300.0,100524.0
2019-08-30,101551.0,100526.0,100526.0,101135.0,6109600.0,101135.0
2019-09-02,101611.0,100626.0,101133.0,100626.0,2685400.0,100626.0
2019-09-03,101417.0,99406.0,100626.0,99681.0,0.0,99681.0
2019-09-04,101201.0,99706.0,99706.0,101201.0,4310700.0,101201.0
2019-09-05,103258.0,101204.0,101204.0,102243.0,4814300.0,102243.0
2019-09-06,103182.0,102246.0,102247.0,102935.0,3976000.0,102935.0
2019-09-09,104260.0,102793.0,102937.0,103181.0,5516800.0,103181.0
2019-09-10,103503.0,102231.0,103180.0,103032.0,5478900.0,103032.0
2019-09-11,104156.0,103036.0,103036.0,103446.0,4877000.0,103446.0
2019-09-12,104618.0,103733.0,104389.0,104371.0,4962500.0,104371.0
2019-09-13,104699.0,103275.0,104371.0,103501.0,4039400.0,103501.0
2019-09-16,104005.0,102782.0,103496.0,103680.0,6038700.0,103680.0
2019-09-17,104619.0,103079.0,103680.0,104617.0,4574900.0,104617.0
2019-09-18,104762.0,103684.0,104616.0,104532.0,3882100.0,104532.0
2019-09-19,106001.0,104286.0,104555.0,104339.0,4915800.0,104339.0
2019-09-20,105045.0,103914.0,104339.0,104817.0,6769100.0,104817.0
2019-09-23,104817.0,104020.0,104817.0,104638.0,6769100.0,104638.0
2019-09-24,104893.0,103504.0,104638.0,103876.0,3972200.0,103876.0
2019-09-25,104481.0,103034.0,103857.0,104481.0,4117500.0,104481.0
2019-09-26,105342.0,104337.0,104485.0,105319.0,4138700.0,105319.0
2019-09-27,105633.0,104506.0,105319.0,105078.0,3471200.0,105078.0
2019-09-30,105178.0,104638.0,105077.0,104745.0,3895800.0,104745.0
2019-10-01,105121.0,103837.0,104745.0,104053.0,4095700.0,104053.0
2019-10-02,104049.0,100944.0,104049.0,101031.0,5066200.0,101031.0
2019-10-03,101560.0,99826.0,101031.0,101516.0,4665600.0,101516.0
2019-10-04,102580.0,101057.0,101516.0,102551.0,4649400.0,102551.0
2019-10-07,102546.0,100542.0,102546.0,100573.0,3938300.0,100573.0
2019-10-08,101296.0,99868.0,100565.0,99981.0,4342700.0,99981.0
2019-10-09,101567.0,100005.0,100005.0,101249.0,3939000.0,101249.0
2019-10-10,102483.0,101152.0,101244.0,101817.0,4373100.0,101817.0
2019-10-11,104381.0,101819.0,101819.0,103832.0,4351800.0,103832.0
2019-10-14,104305.0,103438.0,103834.0,104302.0,2987900.0,104302.0
2019-10-15,105048.0,104052.0,104299.0,104490.0,4093400.0,104490.0
2019-10-16,105462.0,103521.0,104486.0,105423.0,4509400.0,105423.0
2019-10-17,105891.0,104827.0,105389.0,105016.0,4189000.0,105016.0
2019-10-18,105464.0,104525.0,105012.0,104729.0,4478100.0,104729.0
2019-10-21,106027.0,104696.0,104729.0,106022.0,3504900.0,106022.0
2019-10-22,107382.0,107076.0,107101.0,107381.0,5224900.0,107381.0
2019-10-23,107959.0,107041.0,107381.0,107544.0,4656200.0,107544.0
2019-10-24,107744.0,106593.0,107553.0,106986.0,5619200.0,106986.0
2019-10-25,108083.0,106990.0,106990.0,107364.0,5398900.0,107364.0
2019-10-28,108393.0,107362.0,107366.0,108187.0,3967200.0,108187.0
2019-10-29,108195.0,107313.0,108189.0,107556.0,4313200.0,107556.0
2019-10-30,108408.0,106622.0,107557.0,108408.0,5450600.0,108408.0
2019-10-31,108403.0,106356.0,108403.0,107220.0,5376000.0,107220.0
2019-11-01,108496.0,107220.0,107221.0,108196.0,5466300.0,108196.0
2019-11-04,109352.0,108196.0,108196.0,108601.0,5182200.0,108601.0
2019-11-05,109343.0,108253.0,108779.0,108451.0,5657600.0,108451.0
2019-11-06,109633.0,107446.0,108719.0,108336.0,5505500.0,108336.0
2019-11-07,109672.0,108360.0,108360.0,109581.0,6075600.0,109581.0
2019-11-08,109572.0,107127.0,109572.0,107629.0,5419600.0,107629.0
2019-11-11,108263.0,106814.0,107622.0,108215.0,3928900.0,108215.0
2019-11-12,108368.0,106232.0,108368.0,106785.0,5219300.0,106785.0
2019-11-13,106786.0,105261.0,106751.0,105914.0,5339000.0,105914.0
2019-11-14,106758.0,105820.0,106052.0,106557.0,5364300.0,106557.0
2019-11-18,107519.0,106282.0,106566.0,106347.0,4919800.0,106347.0
2019-11-19,106950.0,105367.0,106269.0,105618.0,3610300.0,105618.0
2019-11-21,107497.0,105864.0,105866.0,107497.0,5819400.0,107497.0
2019-11-22,108692.0,107157.0,107497.0,108692.0,4796100.0,108692.0
2019-11-25,108915.0,108080.0,108692.0,108424.0,4512400.0,108424.0
2019-11-26,108424.0,106414.0,108424.0,107059.0,6904900.0,107059.0
2019-11-27,107991.0,106312.0,107059.0,107708.0,4418200.0,107708.0
2019-11-28,108333.0,107148.0,107708.0,108290.0,3666100.0,108290.0
2019-11-29,108708.0,107759.0,108283.0,108233.0,4186600.0,108233.0
2019-12-02,109279.0,108245.0,108246.0,109061.0,4708000.0,109061.0
2019-12-03,109198.0,108190.0,108931.0,108956.0,5223100.0,108956.0
2019-12-04,110301.0,108962.0,108962.0,110301.0,4889500.0,110301.0
2019-12-05,111073.0,110008.0,110297.0,110622.0,4399100.0,110622.0
2019-12-06,111430.0,110623.0,110623.0,111126.0,4968100.0,111126.0
2019-12-09,111453.0,110870.0,111125.0,110977.0,4991500.0,110977.0
2019-12-10,111184.0,110133.0,110973.0,110672.0,4758800.0,110672.0
2019-12-11,111227.0,110530.0,110672.0,110964.0,5146100.0,110964.0
2019-12-12,112445.0,110963.0,110963.0,112200.0,5682000.0,112200.0
2019-12-13,112829.0,111780.0,112205.0,112565.0,7712100.0,112565.0
2019-12-16,113197.0,111896.0,112565.0,111896.0,6078300.0,111896.0
2019-12-17,112695.0,111897.0,111897.0,112616.0,5352500.0,112616.0
2019-12-18,114339.0,112300.0,112618.0,114315.0,7940900.0,114315.0
2019-12-19,115132.0,113712.0,114313.0,115131.0,5784600.0,115131.0
2019-12-20,115171.0,114526.0,115133.0,115121.0,6887400.0,115121.0
2019-12-23,115863.0,114964.0,115119.0,115863.0,3995200.0,115863.0
2019-12-26,117220.0,115673.0,115864.0,117203.0,3788900.0,117203.0
2019-12-27,117803.0,115995.0,117205.0,116534.0,3905900.0,116534.0
2019-12-30,117086.0,115790.0,116530.0,115964.0,3667900.0,115964.0
2020-01-02,118573.0,115649.0,115652.0,118573.0,5162700.0,118573.0
2020-01-03,118792.0,117341.0,118564.0,117707.0,6834500.0,117707.0
2020-01-06,117707.0,116269.0,117707.0,116878.0,6570000.0,116878.0
2020-01-07,117076.0,115965.0,116872.0,116662.0,4854100.0,116662.0
2020-01-08,117335.0,115693.0,116667.0,116247.0,5910500.0,116247.0
2020-01-09,116820.0,115411.0,116248.0,115947.0,5953500.0,115947.0
2020-01-10,116745.0,114952.0,115948.0,115503.0,4783400.0,115503.0
2020-01-13,117333.0,115503.0,115503.0,117325.0,5685100.0,117325.0
2020-01-14,117705.0,116610.0,117325.0,117632.0,5361700.0,117632.0
2020-01-15,117632.0,116188.0,117632.0,116414.0,5569400.0,116414.0
2020-01-16,117106.0,115961.0,116415.0,116704.0,5422700.0,116704.0
2020-01-17,118479.0,116710.0,116710.0,118478.0,4947200.0,118478.0
2020-01-20,118862.0,117928.0,118478.0,118862.0,3843500.0,118862.0
2020-01-21,118861.0,117026.0,118861.0,117026.0,5085600.0,117026.0
2020-01-22,118401.0,117035.0,117035.0,118391.0,5765700.0,118391.0
2020-01-23,119535.0,116906.0,118391.0,119528.0,6572400.0,119528.0
2020-01-24,119593.0,118108.0,119528.0,118376.0,4778700.0,118376.0
2020-01-27,118347.0,114376.0,118347.0,114482.0,6097800.0,114482.0
2020-01-28,116797.0,114475.0,114482.0,116479.0,5229400.0,116479.0
2020-01-29,117171.0,115164.0,116494.0,115385.0,5097800.0,115385.0
2020-01-30,115528.0,112825.0,115375.0,115528.0,6315600.0,115528.0
2020-01-31,115518.0,113148.0,115518.0,113761.0,6219900.0,113761.0
2020-02-03,115299.0,113467.0,113761.0,114629.0,5512200.0,114629.0
2020-02-04,116556.0,114631.0,114631.0,115557.0,5829400.0,115557.0
2020-02-05,117701.0,115562.0,115563.0,116028.0,7173800.0,116028.0
2020-02-06,117382.0,114723.0,116033.0,115190.0,7382400.0,115190.0
2020-02-07,115190.0,113769.0,115190.0,113770.0,6594100.0,113770.0
2020-02-10,114176.0,112134.0,113771.0,112570.0,7486300.0,112570.0
2020-02-11,115576.0,112574.0,112574.0,115371.0,6767900.0,115371.0
2020-02-12,117581.0,115371.0,115371.0,116674.0,8159200.0,116674.0
2020-02-13,116660.0,114801.0,116660.0,115662.0,5635700.0,115662.0
2020-02-14,115663.0,114132.0,115663.0,114381.0,5335900.0,114381.0
2020-02-17,115696.0,114381.0,114381.0,115309.0,0.0,115309.0
2020-02-18,115309.0,113532.0,115309.0,114977.0,5548400.0,114977.0
2020-02-19,116545.0,114774.0,114982.0,116518.0,6334100.0,116518.0
2020-02-20,116552.0,114379.0,116518.0,114586.0,6793000.0,114586.0
2020-02-21,114585.0,112661.0,114585.0,113681.0,5896200.0,113681.0
2020-02-26,113647.0,105053.0,113647.0,105718.0,9369800.0,105718.0
2020-02-27,106656.0,102984.0,105711.0,102984.0,11237700.0,102984.0
2020-02-28,104172.0,99951.0,102984.0,104172.0,11228400.0,104172.0
2020-03-02,107220.0,103779.0,104260.0,106625.0,8858400.0,106625.0
2020-03-03,108804.0,104405.0,106630.0,105537.0,9385600.0,105537.0
2020-03-04,107809.0,105042.0,105540.0,107224.0,8410500.0,107224.0
2020-03-05,107217.0,100536.0,107217.0,102233.0,8598600.0,102233.0
2020-03-06,102231.0,96886.0,102231.0,97997.0,11864200.0,97997.0
2020-03-09,97982.0,85880.0,97982.0,86067.0,14645500.0,86067.0
2020-03-10,92230.0,86071.0,86071.0,92214.0,13531700.0,92214.0
2020-03-11,92202.0,80796.0,92202.0,85171.0,11786900.0,85171.0
2020-03-12,85103.0,68488.0,85103.0,72583.0,12008700.0,72583.0
2020-03-13,83758.0,72621.0,72621.0,82678.0,15766300.0,82678.0
2020-03-16,82565.0,70855.0,82565.0,71168.0,12847800.0,71168.0
2020-03-17,77255.0,70783.0,71178.0,74617.0,14945900.0,74617.0
2020-03-18,74576.0,63547.0,74576.0,66895.0,16751500.0,66895.0
2020-03-19,70071.0,61691.0,66883.0,68332.0,16144700.0,68332.0
2020-03-20,72247.0,66120.0,68344.0,67069.0,15152400.0,67069.0
2020-03-23,67604.0,62161.0,67067.0,63570.0,11962200.0,63570.0
2020-03-24,71535.0,63604.0,63604.0,69729.0,11679900.0,69729.0
2020-03-25,76714.0,69360.0,69727.0,74956.0,12951100.0,74956.0
2020-03-26,78846.0,74923.0,74956.0,77710.0,12758000.0,77710.0
2020-03-27,77708.0,73057.0,77708.0,73429.0,10301400.0,73429.0
2020-03-30,75430.0,73184.0,73431.0,74640.0,9032200.0,74640.0
2020-03-31,75511.0,72385.0,74629.0,73020.0,11141500.0,73020.0
2020-04-01,73011.0,69569.0,73011.0,70967.0,10093500.0,70967.0
2020-04-02,73861.0,70957.0,70969.0,72253.0,10540200.0,72253.0
2020-04-03,72241.0,67802.0,72241.0,69538.0,10411300.0,69538.0
2020-04-06,75260.0,69556.0,69556.0,74073.0,9685400.0,74073.0
2020-04-07,79855.0,74078.0,74078.0,76358.0,11286500.0,76358.0
2020-04-08,79058.0,76115.0,76335.0,78625.0,10206300.0,78625.0
2020-04-09,80428.0,77457.0,78640.0,77682.0,10748700.0,77682.0
2020-04-13,78836.0,76405.0,77682.0,78836.0,7651300.0,78836.0
2020-04-14,81668.0,78848.0,78848.0,79918.0,8593600.0,79918.0
2020-04-15,80035.0,77546.0,79911.0,78831.0,9758400.0,78831.0
2020-04-16,80167.0,77452.0,78837.0,77812.0,9028400.0,77812.0
2020-04-17,79846.0,77754.0,77817.0,78990.0,8317800.0,78990.0
2020-04-20,80106.0,76943.0,78989.0,78973.0,8874700.0,78973.0
2020-04-22,81184.0,78973.0,78973.0,80687.0,9848900.0,80687.0
2020-04-23,81934.0,78622.0,80690.0,79673.0,10823500.0,79673.0
2020-04-24,79667.0,72041.0,79667.0,75331.0,16529200.0,75331.0
2020-04-27,78563.0,75327.0,75334.0,78239.0,10656900.0,78239.0
2020-04-28,81427.0,78243.0,78243.0,81312.0,12939000.0,81312.0
2020-04-29,83598.0,81313.0,81313.0,83171.0,11719700.0,83171.0
2020-04-30,83169.0,80168.0,83169.0,80506.0,11804600.0,80506.0
2020-05-04,80502.0,77640.0,80501.0,78876.0,8594200.0,78876.0
2020-05-05,81066.0,78886.0,78887.0,79471.0,9154700.0,79471.0
2020-05-06,79996.0,78056.0,79473.0,79064.0,9775900.0,79064.0
2020-05-07,80061.0,78061.0,79072.0,78119.0,13808900.0,78119.0
2020-05-08,80557.0,78152.0,78152.0,80263.0,10734400.0,80263.0
2020-05-11,80723.0,78994.0,80263.0,79065.0,9781900.0,79065.0
2020-05-12,80344.0,77872.0,79065.0,77872.0,10245400.0,77872.0
2020-05-13,78911.0,77152.0,77877.0,77772.0,11575900.0,77772.0
2020-05-14,79011.0,75697.0,77770.0,79011.0,13818900.0,79011.0
2020-05-15,79538.0,77426.0,79011.0,77557.0,11718200.0,77557.0
2020-05-18,81420.0,77571.0,77576.0,81194.0,11533100.0,81194.0
2020-05-19,82175.0,80647.0,81197.0,80742.0,10740100.0,80742.0
2020-05-20,82290.0,80740.0,80747.0,81319.0,9522800.0,81319.0
2020-05-21,83309.0,81317.0,81320.0,83027.0,11395200.0,83027.0
2020-05-22,83027.0,81669.0,83027.0,82173.0,9281200.0,82173.0
2020-05-25,85876.0,82193.0,82198.0,85663.0,8764400.0,85663.0
2020-05-26,87333.0,85396.0,85668.0,85469.0,12030800.0,85469.0
2020-05-27,87946.0,85468.0,85468.0,87946.0,11212000.0,87946.0
2020-05-28,88091.0,86767.0,87946.0,86949.0,10117000.0,86949.0
2020-05-29,87410.0,85384.0,86951.0,87403.0,16550900.0,87403.0
2020-06-01,89019.0,86837.0,87395.0,88620.0,9849400.0,88620.0
2020-06-02,91046.0,88622.0,88622.0,91046.0,11827300.0,91046.0
2020-06-03,93710.0,91048.0,91048.0,93002.0,15137900.0,93002.0
2020-06-04,94132.0,92221.0,92993.0,93829.0,11488000.0,93829.0
2020-06-05,97356.0,93839.0,93839.0,94637.0,13320300.0,94637.0
2020-06-08,97693.0,94635.0,94640.0,97645.0,11096500.0,97645.0
2020-06-09,97644.0,95386.0,97644.0,96747.0,11278800.0,96747.0
2020-06-10,97646.0,94665.0,96747.0,94686.0,11739600.0,94686.0
2020-06-12,94703.0,90811.0,94677.0,92795.0,12785600.0,92795.0
2020-06-15,93112.0,90148.0,92780.0,92376.0,13317500.0,92376.0
2020-06-16,95216.0,92387.0,92387.0,93531.0,12034200.0,93531.0
2020-06-17,96611.0,93531.0,93531.0,95547.0,11134700.0,95547.0
2020-06-18,97110.0,94698.0,95547.0,96125.0,10008500.0,96125.0
2020-06-19,97540.0,95874.0,96138.0,96572.0,13134400.0,96572.0
2020-06-22,96870.0,94869.0,96572.0,95336.0,8264700.0,95336.0
2020-06-23,97486.0,95344.0,95344.0,95975.0,9752700.0,95975.0
2020-06-24,95974.0,93259.0,95974.0,94377.0,9962700.0,94377.0
2020-06-25,96260.0,94152.0,94382.0,95983.0,8697900.0,95983.0
2020-06-26,95979.0,93514.0,95979.0,93834.0,8439100.0,93834.0
2020-06-29,95735.0,93825.0,93837.0,95735.0,8906800.0,95735.0
2020-06-30,96257.0,94806.0,95728.0,95056.0,10144500.0,95056.0
2020-07-01,96852.0,95062.0,95062.0,96203.0,10163300.0,96203.0
2020-07-02,97864.0,96052.0,96206.0,96235.0,10062900.0,96235.0
2020-07-03,96765.0,95803.0,96237.0,96765.0,5351600.0,96765.0
2020-07-06,99257.0,96768.0,96776.0,98937.0,9489400.0,98937.0
2020-07-07,98938.0,97272.0,98937.0,97761.0,8951400.0,97761.0
2020-07-08,99973.0,97765.0,97765.0,99770.0,9142700.0,99770.0
2020-07-09,100191.0,98861.0,99770.0,99160.0,0.0,99160.0
2020-07-10,100101.0,98739.0,99160.0,100032.0,9147200.0,100032.0
2020-07-13,100858.0,98697.0,100027.0,98697.0,10382300.0,98697.0
2020-07-14,100632.0,98289.0,98699.0,100440.0,10019400.0,100440.0
2020-07-15,102114.0,100444.0,100444.0,101791.0,9285600.0,101791.0
2020-07-16,101792.0,100160.0,101791.0,100553.0,8127100.0,100553.0
2020-07-17,103017.0,100554.0,100554.0,102888.0,10429400.0,102888.0
2020-07-20,104439.0,102744.0,102888.0,104426.0,8931800.0,104426.0
2020-07-21,105449.0,103732.0,104426.0,104310.0,11105800.0,104310.0
2020-07-22,104980.0,103277.0,104312.0,104290.0,10833700.0,104290.0
2020-07-23,104949.0,102119.0,104291.0,102293.0,10366600.0,102293.0
2020-07-24,102694.0,100859.0,102292.0,102382.0,9795200.0,102382.0
2020-07-27,104585.0,102381.0,102381.0,104477.0,9622400.0,104477.0
2020-07-28,104663.0,103592.0,104477.0,104109.0,9087100.0,104109.0
2020-07-29,105704.0,104112.0,104112.0,105605.0,9238300.0,105605.0
2020-07-30,105607.0,103920.0,105605.0,105009.0,9591700.0,105009.0
2020-07-31,105462.0,102642.0,105010.0,102912.0,12929300.0,102912.0
2020-08-03,103863.0,102304.0,102913.0,102830.0,10901000.0,102830.0
2020-08-04,103012.0,100005.0,102826.0,101216.0,12029800.0,101216.0
2020-08-05,103763.0,101220.0,101220.0,102802.0,10922100.0,102802.0
2020-08-06,104523.0,102733.0,102733.0,104126.0,9686600.0,104126.0
2020-08-07,104126.0,101957.0,104116.0,102776.0,10337100.0,102776.0
2020-08-10,103722.0,101282.0,102776.0,103444.0,8259500.0,103444.0
2020-08-11,104409.0,102174.0,103449.0,102174.0,9360900.0,102174.0
2020-08-12,103116.0,100698.0,102176.0,102118.0,10114200.0,102118.0
2020-08-13,103237.0,100187.0,102118.0,100461.0,10721300.0,100461.0
2020-08-14,101717.0,100445.0,100469.0,101353.0,8576300.0,101353.0
2020-08-17,101689.0,98513.0,101348.0,99595.0,10816200.0,99595.0
2020-08-18,102247.0,99597.0,99597.0,102065.0,9418700.0,102065.0
2020-08-19,102334.0,100800.0,102072.0,100854.0,10025800.0,100854.0
2020-08-20,101749.0,99131.0,100853.0,101468.0,9405000.0,101468.0
2020-08-21,101566.0,100412.0,101460.0,101521.0,9100200.0,101521.0
2020-08-24,102515.0,101525.0,101525.0,102298.0,7723000.0,102298.0
2020-08-25,102708.0,101623.0,102293.0,102118.0,8170900.0,102118.0
2020-08-26,102521.0,99359.0,102119.0,100627.0,9861200.0,100627.0
2020-08-27,101548.0,99857.0,100625.0,100624.0,7360600.0,100624.0
2020-08-28,102347.0,100631.0,100631.0,102143.0,7665700.0,102143.0
2020-08-31,102142.0,99369.0,102142.0,99369.0,12226100.0,99369.0
2020-09-01,102238.0,99382.0,99382.0,102168.0,9384700.0,102168.0
2020-09-02,102824.0,100872.0,102168.0,101911.0,7557900.0,101911.0
2020-09-03,103226.0,99751.0,101911.0,100721.0,12611000.0,100721.0
2020-09-04,101582.0,98961.0,100733.0,101242.0,11327400.0,101242.0
2020-09-08,101239.0,99373.0,101239.0,100050.0,8479000.0,100050.0
2020-09-09,101578.0,100050.0,100050.0,101292.0,7955600.0,101292.0
2020-09-10,101536.0,98687.0,101291.0,98835.0,8894600.0,98835.0
2020-09-11,99435.0,97758.0,98839.0,98363.0,9107900.0,98363.0
2020-09-14,100520.0,98367.0,98367.0,100275.0,8182100.0,100275.0
2020-09-15,100949.0,99647.0,100277.0,100298.0,9216700.0,100298.0
2020-09-16,100663.0,99663.0,100299.0,99676.0,7139400.0,99676.0
2020-09-17,100251.0,98562.0,99674.0,100098.0,0.0,100098.0
2020-09-18,100102.0,98045.0,100098.0,98290.0,11370300.0,98290.0
2020-09-21,98283.0,95820.0,98283.0,96991.0,9738000.0,96991.0
2020-09-22,97684.0,96390.0,96995.0,97294.0,7281300.0,97294.0
2020-09-23,97389.0,95728.0,97294.0,95735.0,8830700.0,95735.0
2020-09-24,97955.0,95653.0,95735.0,97012.0,9331000.0,97012.0
2020-09-25,97012.0,95632.0,97011.0,96999.0,7351100.0,96999.0
2020-09-28,98314.0,94371.0,97005.0,94666.0,10508900.0,94666.0
2020-09-29,95505.0,93408.0,94665.0,93580.0,8737200.0,93580.0
2020-09-30,95340.0,93584.0,93586.0,94603.0,9454300.0,94603.0
2020-10-01,95486.0,93599.0,94604.0,95479.0,9243500.0,95479.0
2020-10-02,95996.0,93897.0,95475.0,94016.0,8584900.0,94016.0
2020-10-05,96414.0,93984.0,94019.0,96089.0,8616000.0,96089.0
2020-10-06,97405.0,95211.0,96091.0,95615.0,11299600.0,95615.0
2020-10-07,96380.0,94881.0,95616.0,95526.0,9829900.0,95526.0
2020-10-08,97938.0,95530.0,95530.0,97920.0,11163600.0,97920.0
2020-10-09,98642.0,97161.0,97924.0,97483.0,10810500.0,97483.0
2020-10-13,98998.0,97336.0,97483.0,98503.0,7867500.0,98503.0
2020-10-14,99571.0,98501.0,98502.0,99334.0,8891000.0,99334.0
2020-10-15,99486.0,97778.0,99328.0,99054.0,8335200.0,99054.0
2020-10-16,99172.0,98309.0,99054.0,98309.0,7840200.0,98309.0
2020-10-19,99917.0,98310.0,98310.0,98658.0,9929400.0,98658.0
2020-10-20,100722.0,98664.0,98664.0,100540.0,8796000.0,100540.0
2020-10-21,101586.0,100149.0,100541.0,100552.0,8661100.0,100552.0
2020-10-22,102020.0,100457.0,100553.0,101918.0,9556900.0,101918.0
2020-10-23,102218.0,101188.0,101918.0,101260.0,7561100.0,101260.0
2020-10-26,101784.0,99762.0,101260.0,101017.0,8070400.0,101017.0
2020-10-27,101660.0,99414.0,101017.0,99606.0,8672300.0,99606.0
2020-10-28,99598.0,95369.0,99598.0,95369.0,11051600.0,95369.0
2020-10-29,96688.0,93387.0,95368.0,96582.0,12704400.0,96582.0
2020-10-30,96579.0,93559.0,96579.0,93952.0,10643200.0,93952.0
2020-11-03,96250.0,93968.0,93968.0,95587.0,10191800.0,95587.0
2020-11-04,98296.0,95987.0,95992.0,97811.0,10704600.0,97811.0
2020-11-05,100922.0,97872.0,97873.0,100774.0,10455300.0,100774.0
2020-11-06,100928.0,99837.0,100751.0,100799.0,8382800.0,100799.0
2020-11-09,105147.0,100954.0,100954.0,103913.0,17410500.0,103913.0
2020-11-10,105758.0,103453.0,103516.0,105351.0,16665200.0,105351.0
2020-11-11,105462.0,104143.0,105067.0,104532.0,10841000.0,104532.0
2020-11-12,105019.0,102034.0,104810.0,102175.0,10860300.0,102175.0
2020-11-13,104707.0,102509.0,102509.0,104512.0,9772100.0,104512.0
2020-11-16,106518.0,104729.0,104729.0,106430.0,11724300.0,106430.0
2020-11-17,107810.0,105847.0,106430.0,107229.0,10311000.0,107229.0
2020-11-18,107467.0,106217.0,107246.0,106483.0,10337300.0,106483.0
2020-11-19,106973.0,105545.0,106117.0,106517.0,8555700.0,106517.0
2020-11-23,107495.0,106050.0,106050.0,107379.0,9686000.0,107379.0
2020-11-24,109956.0,107361.0,107378.0,109786.0,11934800.0,109786.0
2020-11-25,110596.0,109315.0,109786.0,110133.0,8564700.0,110133.0
2020-11-26,110245.0,109418.0,110133.0,110227.0,6166800.0,110227.0
2020-11-27,111603.0,110161.0,110229.0,110575.0,8790300.0,110575.0
2020-11-30,110934.0,108829.0,110598.0,108888.0,19300000.0,108888.0
2020-12-01,111840.0,108897.0,108897.0,111335.0,11324800.0,111335.0
2020-12-02,112315.0,110579.0,111402.0,111814.0,9814300.0,111814.0
2020-12-03,113377.0,111874.0,111874.0,112919.0,11474200.0,112919.0
2020-12-04,113864.0,112294.0,112294.0,113682.0,8892900.0,113682.0
2020-12-07,114531.0,112629.0,113751.0,113625.0,9633900.0,113625.0
2020-12-08,114381.0,112820.0,113590.0,113571.0,8810900.0,113571.0
2020-12-09,114020.0,112567.0,113799.0,112722.0,8431100.0,112722.0
2020-12-10,115262.0,112732.0,113002.0,114992.0,11803600.0,114992.0
2020-12-11,115527.0,113949.0,115128.0,115323.0,8372300.0,115323.0
2020-12-14,115740.0,114431.0,115137.0,114975.0,8190900.0,114975.0
2020-12-15,116390.0,114613.0,114613.0,116146.0,8195100.0,116146.0
2020-12-16,118178.0,115496.0,116149.0,117947.0,9808100.0,117947.0
2020-12-17,119027.0,117856.0,117864.0,118157.0,7701400.0,118157.0
2020-12-18,119370.0,117639.0,118395.0,117679.0,8636000.0,117679.0
